"","X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
"235",235,2016,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","3","Thistletown-Beaumond Heights",165
"236",236,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","167","Church-Wellesley",17
"237",237,2015,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","164","Wellington Place",452
"238",238,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","135","Morningside",8
"239",239,2018,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","9","Edenbridge-Humber Valley",20
"240",240,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","85","South Parkdale",2
"241",241,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","43","Victoria Village",114
"242",242,2018,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","153","Avondale",1
"243",243,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",9
"244",244,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","13","Etobicoke West Mall",4
"245",245,2015,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","169","Bay-Cloverhill",2
"246",246,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",229
"247",247,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","18","New Toronto",49
"248",248,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","101","Forest Hill South",70
"249",249,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","8","Humber Heights-Westmount",53
"250",250,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","56","Leaside-Bennington",414
"251",251,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","70","South Riverdale",225
"252",252,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","142","Woburn North",1
"253",253,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","70","South Riverdale",11
"254",254,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","28","Rustic",1
"255",255,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","130","Milliken",1
"256",256,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","161","Humber Bay Shores",200
"257",257,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","116","Steeles",356
"258",258,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","53","Henry Farm",52
"259",259,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","151","Yonge-Doris",316
"260",260,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","66","Danforth",8
"261",261,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","126","Dorset Park",549
"262",262,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",1
"263",263,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","145","Malvern West",246
"264",264,2022,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","84","Little Portugal",2
"265",265,2019,"D41","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","120","Clairlea-Birchmount",1
"266",266,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","121","Oakridge",5
"267",267,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","79","University",13
"268",268,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","44","Flemingdon Park",35
"269",269,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","64","Woodbine Corridor",51
"270",270,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","50","Newtonbrook East",409
"271",271,2016,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",6
"272",272,2020,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","9","Edenbridge-Humber Valley",3
"273",273,2017,"NSA","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",6
"274",274,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","9","Edenbridge-Humber Valley",2
"275",275,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","55","Thorncliffe Park",55
"276",276,2018,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","118","Tam O'Shanter-Sullivan",2
"277",277,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",1
"278",278,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","171","Junction-Wallace Emerson",353
"279",279,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","136","West Hill",58
"280",280,2021,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","172","Dovercourt Village",8
"281",281,2018,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","119","Wexford/Maryvale",850
"282",282,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","94","Wychwood",26
"283",283,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","157","Bendale South",96
"284",284,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","126","Dorset Park",1
"285",285,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","146","Malvern East",32
"286",286,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","163","Fort York-Liberty Village",67
"287",287,2019,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","123","Cliffcrest",6
"288",288,2022,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",6
"289",289,2014,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","87","High Park-Swansea",1
"290",290,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","103","Lawrence Park South",12
"291",291,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","56","Leaside-Bennington",28
"292",292,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","85","South Parkdale",4
"293",293,2016,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","148","East L'Amoreaux",14
"294",294,2014,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","23","Pelmo Park-Humberlea",19
"295",295,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","44","Flemingdon Park",4
"296",296,2019,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","1","West Humber-Clairville",2
